fid,OBJECTID,FEATURE,NAME,ST_ABBREV,FIPS,PLACE_FIPS,geo_id,city_name,city_pop,fid_2,CSAFP,GEOID,GEOIDFQ,NAME_2,NAMELSAD,LSAD,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,csa_name,csa_pop
"7092","7092","100,000 - 249,999",Stamford,CT,"09001","73000","0973000","Stamford, Connecticut","136212","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"7186","7186","100,000 - 249,999",Flint,MI,"26049","29000","2629000","Flint, Michigan","79654","123","220","220",330M700US220,"Detroit-Warren-Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI CSA",M0,G3100,"16923671343","1332224141","+42.5319462","-083.4402563","Detroit-Warren-Ann Arbor, MI","5361927"
"7383","7383","50,000 - 99,999",Rapid City,SD,"46103","52980","4652980","Rapid City, South Dakota","79409","30","452","452",330M700US452,"Rapid City-Spearfish, SD","Rapid City-Spearfish, SD CSA",M0,G3100,"22286056925","56827161","+44.2198780","-103.0115843","Rapid City-Spearfish, SD","184027"
"7423","7423","50,000 - 99,999",Idaho Falls,ID,"16019","39700","1639700","Idaho Falls, Idaho","67996","66","292","292",330M700US292,"Idaho Falls-Rexburg-Blackfoot, ID","Idaho Falls-Rexburg-Blackfoot, ID CSA",M0,G3100,"24923679783","287913125","+43.6694779","-112.2048193","Idaho Falls-Rexburg-Blackfoot, ID","287460"
"7570","7570","50,000 - 99,999",New Rochelle,NY,"36119","50617","3650617","New Rochelle, New York","83737","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"7594","7594","100,000 - 249,999",Yonkers,NY,"36119","84000","3684000","Yonkers, New York","207644","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"7604","7604","50,000 - 99,999",Mount Vernon,NY,"36119","49121","3649121","Mount Vernon, New York","71168","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"7825","7825","100,000 - 249,999",Paterson,NJ,"34031","57000","3457000","Paterson, New Jersey","156419","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"7932","7932","50,000 - 99,999",Rochester Hills,MI,"26125","69035","2669035","Rochester Hills, Michigan","75995","123","220","220",330M700US220,"Detroit-Warren-Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI CSA",M0,G3100,"16923671343","1332224141","+42.5319462","-083.4402563","Detroit-Warren-Ann Arbor, MI","5361927"
"7971","7971","100,000 - 249,999",Erie,PA,"42049","24000","4224000","Erie, Pennsylvania","92953","33","240","240",330M700US240,"Erie-Meadville, PA","Erie-Meadville, PA CSA",M0,G3100,"4691131955","2031662931","+41.9424244","-080.1100009","Erie-Meadville, PA","349572"
"7974","7974","50,000 - 99,999",Passaic,NJ,"34031","56550","3456550","Passaic, New Jersey","68917","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"8001","8001","50,000 - 99,999",Clifton,NJ,"34031","13690","3413690","Clifton, New Jersey","88478","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"8082","8082","100,000 - 249,999",Grand Rapids,MI,"26081","34000","2634000","Grand Rapids, Michigan","196587","132","266","266",330M700US266,"Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI CSA",M0,G3100,"13277635984","8078741730","+42.9995950","-085.9599168","Grand Rapids-Wyoming, MI","1502552"
"8087","8087","50,000 - 99,999",Troy,MI,"26125","80700","2680700","Troy, Michigan","87338","123","220","220",330M700US220,"Detroit-Warren-Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI CSA",M0,G3100,"16923671343","1332224141","+42.5319462","-083.4402563","Detroit-Warren-Ann Arbor, MI","5361927"
"8108","8108","100,000 - 249,999",Sterling Heights,MI,"26099","76460","2676460","Sterling Heights, Michigan","133308","123","220","220",330M700US220,"Detroit-Warren-Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI CSA",M0,G3100,"16923671343","1332224141","+42.5319462","-083.4402563","Detroit-Warren-Ann Arbor, MI","5361927"
"8123","8123","50,000 - 99,999",Union City,NJ,"34017","74630","3474630","Union City, New Jersey","64470","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"8209","8209","50,000 - 99,999",Wyoming,MI,"26081","88940","2688940","Wyoming, Michigan","77452","132","266","266",330M700US266,"Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI CSA",M0,G3100,"13277635984","8078741730","+42.9995950","-085.9599168","Grand Rapids-Wyoming, MI","1502552"
"8254","8254","50,000 - 99,999",East Orange,NJ,"34013","19390","3419390","East Orange, New Jersey","69553","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"8272","8272","1,000,000 - 9,999,999",New York,NY,"36061","51000","3651000","New York, New York","8258035","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"8277","8277","100,000 - 249,999",Jersey City,NJ,"34017","36000","3436000","Jersey City, New Jersey","291663","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"8284","8284","100,000 - 249,999",Lansing,MI,"26065","46000","2646000","Lansing, Michigan","111269","9","330","330",330M700US330,"Lansing-East Lansing-Owosso, MI","Lansing-East Lansing-Owosso, MI CSA",M0,G3100,"5774666478","67448454","+42.7712337","-084.4960079","Lansing-East Lansing-Owosso, MI","541202"
"8320","8320","250,000 - 499,999",Newark,NJ,"34013","51000","3451000","Newark, New Jersey","304943","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"8358","8358","100,000 - 249,999",Warren,MI,"26099","84000","2684000","Warren, Michigan","136660","123","220","220",330M700US220,"Detroit-Warren-Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI CSA",M0,G3100,"16923671343","1332224141","+42.5319462","-083.4402563","Detroit-Warren-Ann Arbor, MI","5361927"
"8439","8439","50,000 - 99,999",Southfield,MI,"26125","74900","2674900","Southfield, Michigan","75699","123","220","220",330M700US220,"Detroit-Warren-Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI CSA",M0,G3100,"16923671343","1332224141","+42.5319462","-083.4402563","Detroit-Warren-Ann Arbor, MI","5361927"
"8442","8442","50,000 - 99,999",Bayonne,NJ,"34017","03580","3403580","Bayonne, New Jersey","70303","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"8463","8463","50,000 - 99,999",Farmington Hills,MI,"26125","27440","2627440","Farmington Hills, Michigan","82539","123","220","220",330M700US220,"Detroit-Warren-Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI CSA",M0,G3100,"16923671343","1332224141","+42.5319462","-083.4402563","Detroit-Warren-Ann Arbor, MI","5361927"
"8500","8500","100,000 - 249,999",Elizabeth,NJ,"34039","21000","3421000","Elizabeth, New Jersey","135836","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"8505","8505","10,000 - 49,999",Novi,MI,"26125","59440","2659440","Novi, Michigan","66320","123","220","220",330M700US220,"Detroit-Warren-Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI CSA",M0,G3100,"16923671343","1332224141","+42.5319462","-083.4402563","Detroit-Warren-Ann Arbor, MI","5361927"
"8539","8539","500,000 - 999,999",Milwaukee,WI,"55079","53000","5553000","Milwaukee, Wisconsin","561369","85","376","376",330M700US376,"Milwaukee-Racine-Waukesha, WI","Milwaukee-Racine-Waukesha, WI CSA",M0,G3100,"9777392084","6230004040","+43.0999544","-088.0792459","Milwaukee-Racine-Waukesha, WI","2036833"
"8657","8657","50,000 - 99,999",Waukesha,WI,"55133","84250","5584250","Waukesha, Wisconsin","70452","85","376","376",330M700US376,"Milwaukee-Racine-Waukesha, WI","Milwaukee-Racine-Waukesha, WI CSA",M0,G3100,"9777392084","6230004040","+43.0999544","-088.0792459","Milwaukee-Racine-Waukesha, WI","2036833"
"8667","8667","500,000 - 999,999",Detroit,MI,"26163","22000","2622000","Detroit, Michigan","633221","123","220","220",330M700US220,"Detroit-Warren-Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI CSA",M0,G3100,"16923671343","1332224141","+42.5319462","-083.4402563","Detroit-Warren-Ann Arbor, MI","5361927"
"8685","8685","100,000 - 249,999",Livonia,MI,"26163","49000","2649000","Livonia, Michigan","92184","123","220","220",330M700US220,"Detroit-Warren-Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI CSA",M0,G3100,"16923671343","1332224141","+42.5319462","-083.4402563","Detroit-Warren-Ann Arbor, MI","5361927"
"8726","8726","50,000 - 99,999",Dearborn,MI,"26163","21000","2621000","Dearborn, Michigan","105818","123","220","220",330M700US220,"Detroit-Warren-Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI CSA",M0,G3100,"16923671343","1332224141","+42.5319462","-083.4402563","Detroit-Warren-Ann Arbor, MI","5361927"
"8781","8781","100,000 - 249,999",Madison,WI,"55025","48000","5548000","Madison, Wisconsin","280307","74","357","357",330M700US357,"Madison-Janesville-Beloit, WI","Madison-Janesville-Beloit, WI CSA",M0,G3100,"12583696747","266361108","+43.0849727","-089.5844861","Madison-Janesville-Beloit, WI","924543"
"8797","8797","50,000 - 99,999",Westland,MI,"26163","86000","2686000","Westland, Michigan","82558","123","220","220",330M700US220,"Detroit-Warren-Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI CSA",M0,G3100,"16923671343","1332224141","+42.5319462","-083.4402563","Detroit-Warren-Ann Arbor, MI","5361927"
"9052","9052","100,000 - 249,999",Ann Arbor,MI,"26161","03000","2603000","Ann Arbor, Michigan","119380","123","220","220",330M700US220,"Detroit-Warren-Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI CSA",M0,G3100,"16923671343","1332224141","+42.5319462","-083.4402563","Detroit-Warren-Ann Arbor, MI","5361927"
"9197","9197","50,000 - 99,999",Bethlehem,PA,"42095","06088","4206088","Bethlehem, Pennsylvania","77841","31","106","106",330M700US106,"Allentown-Bethlehem-East Stroudsburg, PA-NJ","Allentown-Bethlehem-East Stroudsburg, PA-NJ CSA",M0,G3100,"5338961179","80922982","+40.8684553","-075.3927492","Allentown-Bethlehem-East Stroudsburg, PA-NJ","1039608"
"9222","9222","50,000 - 99,999",Racine,WI,"55101","66000","5566000","Racine, Wisconsin","76608","85","376","376",330M700US376,"Milwaukee-Racine-Waukesha, WI","Milwaukee-Racine-Waukesha, WI CSA",M0,G3100,"9777392084","6230004040","+43.0999544","-088.0792459","Milwaukee-Racine-Waukesha, WI","2036833"
"9295","9295","100,000 - 249,999",Allentown,PA,"42077","02000","4202000","Allentown, Pennsylvania","124871","31","106","106",330M700US106,"Allentown-Bethlehem-East Stroudsburg, PA-NJ","Allentown-Bethlehem-East Stroudsburg, PA-NJ CSA",M0,G3100,"5338961179","80922982","+40.8684553","-075.3927492","Allentown-Bethlehem-East Stroudsburg, PA-NJ","1039608"
"9580","9580","50,000 - 99,999",Kenosha,WI,"55059","39225","5539225","Kenosha, Wisconsin","98210","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"9633","9633","50,000 - 99,999",Kalamazoo,MI,"26077","42160","2642160","Kalamazoo, Michigan","73122","24","310","310",330M700US310,"Kalamazoo-Battle Creek-Portage, MI","Kalamazoo-Battle Creek-Portage, MI CSA",M0,G3100,"4581318546","131565764","+42.1525137","-085.3203218","Kalamazoo-Battle Creek-Portage, MI","456459"
"9643","9643","50,000 - 99,999",Janesville,WI,"55105","37825","5537825","Janesville, Wisconsin","66113","74","357","357",330M700US357,"Madison-Janesville-Beloit, WI","Madison-Janesville-Beloit, WI CSA",M0,G3100,"12583696747","266361108","+43.0849727","-089.5844861","Madison-Janesville-Beloit, WI","924543"
"9786","9786",no data,Lakewood,NJ,"34029","38580","3438580","Lakewood CDP, New Jersey","67764","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"9816","9816","50,000 - 99,999",Trenton,NJ,"34021","74000","3474000","Trenton, New Jersey","89607","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"10147","10147","50,000 - 99,999",Waukegan,IL,"17097","79293","1779293","Waukegan, Illinois","89097","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"10153","10153",no data,Toms River,NJ,"34029","73110","3473110","Toms River CDP, New Jersey","95515","28","408","408",330M700US408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,"29218527488","7425201147","+41.0492719","-073.9729499","New York-Newark, NY-NJ-CT-PA","21859598"
"10172","10172","250,000 - 499,999",Cleveland,OH,"39035","16000","3916000","Cleveland, Ohio","362670","20","184","184",330M700US184,"Cleveland-Akron-Canton, OH","Cleveland-Akron-Canton, OH CSA",M0,G3100,"19850213704","8822974399","+41.3176369","-081.7301327","Cleveland-Akron-Canton, OH","3732803"
"10244","10244","50,000 - 99,999",Reading,PA,"42011","63624","4263624","Reading, Pennsylvania","94897","165","428","428",330M700US428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD","Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",M0,G3100,"19000537001","3025848098","+39.7358038","-075.2920685","Philadelphia-Reading-Camden, PA-NJ-DE-MD","7390919"
"10519","10519","50,000 - 99,999",Parma,OH,"39035","61000","3961000","Parma, Ohio","78952","20","184","184",330M700US184,"Cleveland-Akron-Canton, OH","Cleveland-Akron-Canton, OH CSA",M0,G3100,"19850213704","8822974399","+41.3176369","-081.7301327","Cleveland-Akron-Canton, OH","3732803"
"10604","10604","50,000 - 99,999",Lorain,OH,"39093","44856","3944856","Lorain, Ohio","65330","20","184","184",330M700US184,"Cleveland-Akron-Canton, OH","Cleveland-Akron-Canton, OH CSA",M0,G3100,"19850213704","8822974399","+41.3176369","-081.7301327","Cleveland-Akron-Canton, OH","3732803"
"10641","10641","50,000 - 99,999",Redding,CA,"06089","59920","0659920","Redding, California","92718","167","454","454",330M700US454,"Redding-Red Bluff, CA","Redding-Red Bluff, CA CSA",M0,G3100,"17417120665","219585496","+40.4866607","-122.1278347","Redding-Red Bluff, CA","245262"
"10906","10906","100,000 - 249,999",Rockford,IL,"17201","65000","1765000","Rockford, Illinois","146219","94","466","466",330M700US466,"Rockford-Freeport-Rochelle, IL","Rockford-Freeport-Rochelle, IL CSA",M0,G3100,"5482202989","32963800","+42.2335975","-089.3072846","Rockford-Freeport-Rochelle, IL","428494"
"10924","10924","1,000,000 - 9,999,999",Philadelphia,PA,"42101","60000","4260000","Philadelphia, Pennsylvania","1550542","165","428","428",330M700US428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD","Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",M0,G3100,"19000537001","3025848098","+39.7358038","-075.2920685","Philadelphia-Reading-Camden, PA-NJ-DE-MD","7390919"
"10976","10976","50,000 - 99,999",Camden,NJ,"34007","10000","3410000","Camden, New Jersey","71099","165","428","428",330M700US428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD","Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",M0,G3100,"19000537001","3025848098","+39.7358038","-075.2920685","Philadelphia-Reading-Camden, PA-NJ-DE-MD","7390919"
"11064","11064","50,000 - 99,999",Palatine,IL,"17031","57225","1757225","Palatine village, Illinois","65176","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"11123","11123","50,000 - 99,999",Arlington Heights,IL,"17031","02154","1702154","Arlington Heights village, Illinois","77699","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"11185","11185","50,000 - 99,999",Evanston,IL,"17031","24582","1724582","Evanston, Illinois","75073","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"11221","11221","50,000 - 99,999",Skokie,IL,"17031","70122","1770122","Skokie village, Illinois","64939","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"11345","11345","50,000 - 99,999",Schaumburg,IL,"17031","68003","1768003","Schaumburg village, Illinois","76128","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"11404","11404","50,000 - 99,999",Elgin,IL,"17089","23074","1723074","Elgin, Illinois","118799","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"11457","11457","100,000 - 249,999",Akron,OH,"39153","01000","3901000","Akron, Ohio","188692","20","184","184",330M700US184,"Cleveland-Akron-Canton, OH","Cleveland-Akron-Canton, OH CSA",M0,G3100,"19850213704","8822974399","+41.3176369","-081.7301327","Cleveland-Akron-Canton, OH","3732803"
"11722","11722","50,000 - 99,999",Sioux City,IA,"19193","73335","1973335","Sioux City, Iowa","85172","175","512","512",330M700US512,"Sioux City-Le Mars, IA-NE-SD","Sioux City-Le Mars, IA-NE-SD CSA",M0,G3100,"6373333134","39616887","+42.5902115","-096.2680907","Sioux City-Le Mars, IA-NE-SD","170124"
"11784","11784","100,000 - 249,999",South Bend,IN,"18141","71000","1871000","South Bend, Indiana","100715","97","515","515",330M700US515,"South Bend-Elkhart-Mishawaka, IN-MI","South Bend-Elkhart-Mishawaka, IN-MI CSA",M0,G3100,"7650557692","2769671870","+41.7193790","-086.2961955","South Bend-Elkhart-Mishawaka, IN-MI","809876"
"11787","11787","1,000,000 - 9,999,999",Chicago,IL,"17031","14000","1714000","Chicago, Illinois","2664454","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"11840","11840","50,000 - 99,999",Cicero,IL,"17031","14351","1714351","Cicero, Illinois","81006","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"11880","11880","50,000 - 99,999",Wilmington,DE,"10003","77580","1077580","Wilmington, Delaware","71672","165","428","428",330M700US428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD","Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",M0,G3100,"19000537001","3025848098","+39.7358038","-075.2920685","Philadelphia-Reading-Camden, PA-NJ-DE-MD","7390919"
"12206","12206","100,000 - 249,999",Naperville,IL,"17043","51622","1751622","Naperville, Illinois","151220","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"12321","12321","50,000 - 99,999",Canton,OH,"39151","12000","3912000","Canton, Ohio","69196","20","184","184",330M700US184,"Cleveland-Akron-Canton, OH","Cleveland-Akron-Canton, OH CSA",M0,G3100,"19850213704","8822974399","+41.3176369","-081.7301327","Cleveland-Akron-Canton, OH","3732803"
"12345","12345","100,000 - 249,999",Aurora,IL,"17089","03012","1703012","Aurora, Illinois","179355","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"12489","12489","50,000 - 99,999",Bolingbrook,IL,"17197","07133","1707133","Bolingbrook village, Illinois","75121","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"12554","12554","100,000 - 249,999",Cedar Rapids,IA,"19113","12000","1912000","Cedar Rapids, Iowa","135960","54","168","168",330M700US168,"Cedar Rapids-Iowa City, IA","Cedar Rapids-Iowa City, IA CSA",M0,G3100,"8263503818","60885497","+41.8834012","-091.6416189","Cedar Rapids-Iowa City, IA","455756"
"12570","12570","100,000 - 249,999",Gary,IN,"18089","27000","1827000","Gary, Indiana","68269","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"12643","12643","50,000 - 99,999",Hammond,IN,"18089","31000","1831000","Hammond, Indiana","76181","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"12691","12691","250,000 - 499,999",Pittsburgh,PA,"42003","61000","4261000","Pittsburgh, Pennsylvania","303254","90","430","430",330M700US430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV","Pittsburgh-Weirton-Steubenville, PA-OH-WV CSA",M0,G3100,"19995188247","242040834","+40.5592298","-079.8706603","Pittsburgh-Weirton-Steubenville, PA-OH-WV","2727866"
"12899","12899","50,000 - 99,999",Ames,IA,"19169","01855","1901855","Ames, Iowa","65676","122","218","218",330M700US218,"Des Moines-West Des Moines-Ames, IA","Des Moines-West Des Moines-Ames, IA CSA",M0,G3100,"15230823122","142940485","+41.6188860","-093.5790272","Des Moines-West Des Moines-Ames, IA","917964"
"13060","13060","100,000 - 249,999",Joliet,IL,"17197","38570","1738570","Joliet, Illinois","147944","56","176","176",330M700US176,"Chicago-Naperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI CSA",M0,G3100,"27542083440","6301100487","+41.6992315","-088.0040825","Chicago-Naperville, IL-IN-WI","9794558"
"13161","13161","100,000 - 249,999",Fort Wayne,IN,"18003","25000","1825000","Fort Wayne, Indiana","271629","130","258","258",330M700US258,"Fort Wayne-Huntington-Auburn, IN","Fort Wayne-Huntington-Auburn, IN CSA",M0,G3100,"8197000536","90004709","+41.1112920","-085.2051898","Fort Wayne-Huntington-Auburn, IN","657456"
"13572","13572","50,000 - 99,999",Iowa City,IA,"19103","38595","1938595","Iowa City, Iowa","75671","54","168","168",330M700US168,"Cedar Rapids-Iowa City, IA","Cedar Rapids-Iowa City, IA CSA",M0,G3100,"8263503818","60885497","+41.8834012","-091.6416189","Cedar Rapids-Iowa City, IA","455756"
"13739","13739","50,000 - 99,999",Davenport,IA,"19163","19000","1919000","Davenport, Iowa","100361","21","209","209",330M700US209,"Davenport-Moline, IA-IL","Davenport-Moline, IA-IL CSA",M0,G3100,"8811896193","183720234","+41.5105027","-090.5629050","Davenport-Moline, IA-IL","467817"
"13774","13774","10,000 - 49,999",Ankeny,IA,"19153","02305","1902305","Ankeny, Iowa","74455","122","218","218",330M700US218,"Des Moines-West Des Moines-Ames, IA","Des Moines-West Des Moines-Ames, IA CSA",M0,G3100,"15230823122","142940485","+41.6188860","-093.5790272","Des Moines-West Des Moines-Ames, IA","917964"
"13877","13877","50,000 - 99,999",Ogden,UT,"49057","55980","4955980","Ogden, Utah","87272","173","482","482",330M700US482,"Salt Lake City-Provo-Orem, UT-ID","Salt Lake City-Provo-Orem, UT-ID CSA",M0,G3100,"64133894636","4671296609","+40.7593263","-112.5542785","Salt Lake City-Provo-Orem, UT-ID","2805734"
"13990","13990","500,000 - 999,999",Baltimore,MD,"24510","04000","2404000","Baltimore, Maryland","565239","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
"14123","14123","100,000 - 249,999",Des Moines,IA,"19153","21000","1921000","Des Moines, Iowa","210363","122","218","218",330M700US218,"Des Moines-West Des Moines-Ames, IA","Des Moines-West Des Moines-Ames, IA CSA",M0,G3100,"15230823122","142940485","+41.6188860","-093.5790272","Des Moines-West Des Moines-Ames, IA","917964"
"14124","14124","50,000 - 99,999",Frederick,MD,"24021","30325","2430325","Frederick, Maryland","85803","101","548","548",330M700US548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,"34189260999","5216652125","+38.9854484","-077.2228175","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","10069592"
